recipe_kind,source_name,source_weight,blend_mode,macro_f1,contact_macro_f1,binary_macro_f1,selection_score
audio_lift_source_blend,total240_grid,0.2,raw_argmax,0.9219300356317125,0.8986357590099247,0.9906836657478986,0.9218171156567948
audio_lift_source_blend,total120_grid,0.2,raw_argmax,0.9212274730088091,0.8976713871325854,0.99077894279929,0.92111579422499
audio_lift_source_blend,total240_ensemble,0.5,segment_lift,0.9210872301912687,0.8978711966081395,0.9894451385254982,0.9209582109497529
audio_lift_source_blend,total240_grid,0.5,segment_lift,0.9205973631203915,0.8972180405136366,0.9894451385254982,0.9204683438788757
audio_lift_source_blend,total240_ensemble,0.25,raw_argmax,0.9205100723652311,0.8967424746546161,0.9906836657478986,0.9203971523903133
audio_lift_source_blend,mfcc40_grid,0.25,raw_argmax,0.9202325495024004,0.8963724441708418,0.9906836657478986,0.9201196295274826
audio_lift_source_blend,mfcc40_grid,0.5,segment_lift,0.9199428307134476,0.8960970675243786,0.9903029599271078,0.9198251146780929
audio_lift_source_blend,highsr_extratrees,0.5,raw_argmax,0.9198283533211956,0.8958335159292354,0.9906836657478986,0.9197154333462779
audio_lift_source_blend,total240_grid,0.25,raw_argmax,0.9195804169037038,0.8955029340392464,0.9906836657478986,0.919467496928786
audio_lift_source_blend,total240_tree_meta,0.33,raw_argmax,0.9194616344838212,0.8953450135363606,0.9906840947841588,0.9193488942296167
audio_lift_source_blend,highsr_default,0.25,raw_argmax,0.919207275463999,0.8950054121196401,0.9906836657478986,0.9190943554890814
audio_lift_source_blend,report_gate_onehot,0.2,raw_argmax,0.9177620813590381,0.8930508649328908,0.99077894279929,0.9176504025752191
audio_lift_source_blend,total240_stack_lr,0.33,raw_argmax,0.9173785856266083,0.8925676150600768,0.9906840947841588,0.917265845372404
audio_lift_source_blend,total120_grid,0.25,raw_argmax,0.9171500355495563,0.8922624255670497,0.9906836657478986,0.9170371155746386
audio_lift_source_blend,report_gate_proba,0.25,raw_argmax,0.9164291020917975,0.8913011809567046,0.9906836657478986,0.9163161821168798
audio_lift_source_blend,highsr_regularized,0.33,raw_argmax,0.9159096830421363,0.8906086222238231,0.9906836657478986,0.9157967630672186
audio_lift_source_blend,mfcc40_grid,0.33,raw_argmax,0.9148692645386439,0.8892213975524998,0.9906836657478986,0.9147563445637262
audio_lift_source_blend,highsr_default,0.33,raw_argmax,0.9116670660470364,0.8849517995636899,0.9906836657478986,0.9115541460721187
audio_lift_source_blend,total240_ensemble,0.33,raw_argmax,0.91105230477071,0.8841321178619213,0.9906836657478986,0.9109393847957922
audio_lift_source_blend,total120_grid,0.5,segment_lift,0.9105772436768697,0.8835272415900502,0.9905892509675983,0.9104634437798967
audio_lift_source_blend,report_gate_onehot,0.25,raw_argmax,0.9101295626208763,0.8828741732820085,0.99077894279929,0.9100178838370573
audio_lift_source_blend,total120_grid,0.33,raw_argmax,0.9082861810386273,0.8804439528858112,0.9906836657478986,0.9081732610637095
audio_lift_source_blend,total240_grid,0.33,raw_argmax,0.9068825276999803,0.8785724151009487,0.9906836657478986,0.9067696077250628
audio_lift_source_blend,report_gate_proba,0.33,raw_argmax,0.9063537973452699,0.8778674412946678,0.9906836657478986,0.9062408773703522
audio_lift_source_blend,highsr_regularized,0.5,raw_argmax,0.8995320098147563,0.868826954171095,0.9904930979677528,0.8994166019369576
audio_lift_source_blend,total240_stack_lr,0.5,raw_argmax,0.8981121350265279,0.8672382519946326,0.9894456288582903,0.8979833195001354
audio_lift_source_blend,report_gate_onehot,0.33,raw_argmax,0.8976723268040808,0.8662921472397492,0.9906836657478986,0.8975594068291631
audio_lift_source_blend,total240_tree_meta,0.5,raw_argmax,0.8947634768162318,0.862745292404948,0.9895404704241029,0.8946357208536337
audio_lift_source_blend,highsr_default,0.5,raw_argmax,0.8912140735394557,0.8577363724706942,0.9904930979677528,0.8910986656616569
audio_lift_source_blend,mfcc40_grid,0.5,raw_argmax,0.8881233915555518,0.853753944481863,0.9900170608001677,0.8880019243579067
